owl_id,site,datetime,audio_id,selec,start,end,segment_length,filepath_audio
A84,有利,2025-10-17 19:43:31 UTC,A84 - 有利 - 2025-10-17 19:43:31 UTC,1,0,12,12,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/有利A84/10170040.wav
A84,有利,2025-10-18 18:13:51 UTC,A84 - 有利 - 2025-10-18 18:13:51 UTC,1,2.1804860920693594,11.180486092069359,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/有利A84/10180100.wav
A84,有利,2025-10-18 18:13:51 UTC,A84 - 有利 - 2025-10-18 18:13:51 UTC,2,12.3,15.3,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/有利A84/10180100.wav
172,有利砂石場,2024-03-04 01:37:59 UTC,172 - 有利砂石場 - 2024-03-04 01:37:59 UTC,1,-2.6999999999999993,15.3,18,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/有利砂石場/6_20240304_013759_g3CJNB8d.wav
172,順揚砂石場,2026-01-09 21:00:24 UTC,172 - 順揚砂石場 - 2026-01-09 21:00:24 UTC,1,0,9,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/01090804.wav
172,順揚砂石場,2026-01-11 19:08:31 UTC,172 - 順揚砂石場 - 2026-01-11 19:08:31 UTC,1,0,3,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/01110828.wav
172,順揚砂石場,2026-01-11 19:08:31 UTC,172 - 順揚砂石場 - 2026-01-11 19:08:31 UTC,2,5.176644772210775,11.176644772210775,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/01110828.wav
172,順揚砂石場,2026-01-13 18:57:30 UTC,172 - 順揚砂石場 - 2026-01-13 18:57:30 UTC,1,3.0710747579812487,9.071074757981249,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/01130089.wav
172,順揚砂石場,2026-03-01 00:24:51 UTC,172 - 順揚砂石場 - 2026-03-01 00:24:51 UTC,1,3.313374481161529,6.313374481161529,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/03010208.wav
172,順揚砂石場,2026-03-01 00:24:51 UTC,172 - 順揚砂石場 - 2026-03-01 00:24:51 UTC,2,7.5198568620214505,13.51985686202145,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/03010208.wav
172,順揚砂石場,2025-07-04 03:47:00 UTC,172 - 順揚砂石場 - 2025-07-04 03:47:00 UTC,1,-2.6999999999999993,15.3,18,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/07040317.wav
172,順揚砂石場,2025-09-21 23:23:08 UTC,172 - 順揚砂石場 - 2025-09-21 23:23:08 UTC,1,1.6428731389871296,4.642873138987129,2.9999999999999996,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09210008.wav
172,順揚砂石場,2025-09-21 23:23:08 UTC,172 - 順揚砂石場 - 2025-09-21 23:23:08 UTC,2,6.267902669788255,9.267902669788256,3.000000000000001,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09210008.wav
172,順揚砂石場,2025-09-25 00:23:55 UTC,172 - 順揚砂石場 - 2025-09-25 00:23:55 UTC,1,-2.6999999999999993,15.3,18,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09250176.wav
172,順揚砂石場,2025-09-25 03:30:26 UTC,172 - 順揚砂石場 - 2025-09-25 03:30:26 UTC,1,0,12,12,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09250192.wav
172,順揚砂石場,2025-09-25 03:30:26 UTC,172 - 順揚砂石場 - 2025-09-25 03:30:26 UTC,2,11.157864566052393,14.157864566052393,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09250192.wav
172,順揚砂石場,2025-09-28 02:52:09 UTC,172 - 順揚砂石場 - 2025-09-28 02:52:09 UTC,1,3.585848763592457,9.585848763592457,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09280436.wav
172,順揚砂石場,2025-09-28 02:52:09 UTC,172 - 順揚砂石場 - 2025-09-28 02:52:09 UTC,2,11.245699163358077,14.245699163358077,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09280436.wav
172,順揚砂石場,2025-09-28 02:52:09 UTC,172 - 順揚砂石場 - 2025-09-28 02:52:09 UTC,3,12.300000000000002,15.3,2.9999999999999982,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/09280436.wav
172,順揚砂石場,2024-10-22 18:47:13 UTC,172 - 順揚砂石場 - 2024-10-22 18:47:13 UTC,1,0,6,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241022_184713_ae4ZyMMq.wav
172,順揚砂石場,2024-10-22 18:47:13 UTC,172 - 順揚砂石場 - 2024-10-22 18:47:13 UTC,2,5.0923362413214,11.0923362413214,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241022_184713_ae4ZyMMq.wav
172,順揚砂石場,2024-10-29 04:07:58 UTC,172 - 順揚砂石場 - 2024-10-29 04:07:58 UTC,1,0.5052864149386411,3.505286414938641,3,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241029_040758_ZxtkrzG4.wav
172,順揚砂石場,2024-11-29 04:23:24 UTC,172 - 順揚砂石場 - 2024-11-29 04:23:24 UTC,1,0,6,6,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241129_042324_8bt9x2fg.wav
172,順揚砂石場,2024-11-29 18:46:05 UTC,172 - 順揚砂石場 - 2024-11-29 18:46:05 UTC,1,0,9,9,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利172/順揚砂石場/41_20241129_184605_cB63hpnH.wav
