owl_id,site,datetime,audio_id,duration,sampling_rate,channels,bit_depth,format,filepath_video,filepath_audio
R19,有利砂石場,2024-06-10 19:55:28 UTC,R19 - 有利砂石場 - 2024-06-10 19:55:28 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/有利砂石場/6_20240610_195528_fvSbmLVm.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/有利砂石場/6_20240610_195528_fvSbmLVm.wav
R19,有利砂石場,2024-06-30 20:16:34 UTC,R19 - 有利砂石場 - 2024-06-30 20:16:34 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/有利砂石場/6_20240630_201634_9ghTmD8y.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/有利砂石場/6_20240630_201634_9ghTmD8y.wav
R19,有利砂石場,2024-07-04 20:30:44 UTC,R19 - 有利砂石場 - 2024-07-04 20:30:44 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/有利砂石場/6_20240704_203044_RL8KBiDp.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/有利砂石場/6_20240704_203044_RL8KBiDp.wav
R19,非蟲叫,2024-09-02 00:35:22 UTC,R19 - 非蟲叫 - 2024-09-02 00:35:22 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/非蟲叫/41_20240902_003522_UTX9Q2Fo.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/非蟲叫/41_20240902_003522_UTX9Q2Fo.wav
R19,非蟲叫,2024-09-02 01:58:47 UTC,R19 - 非蟲叫 - 2024-09-02 01:58:47 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/非蟲叫/41_20240902_015847_av9pxdx8.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/非蟲叫/41_20240902_015847_av9pxdx8.wav
R19,順揚砂石場,2024-09-01 03:27:50 UTC,R19 - 順揚砂石場 - 2024-09-01 03:27:50 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20240901_032750_CTnCrM5N.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20240901_032750_CTnCrM5N.wav
R19,順揚砂石場,2024-09-02 01:15:56 UTC,R19 - 順揚砂石場 - 2024-09-02 01:15:56 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20240902_011556_ncoJ9SHK.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20240902_011556_ncoJ9SHK.wav
R19,順揚砂石場,2024-09-07 23:38:10 UTC,R19 - 順揚砂石場 - 2024-09-07 23:38:10 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20240907_233810_oYPB49ew.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20240907_233810_oYPB49ew.wav
R19,順揚砂石場,2024-12-01 20:14:23 UTC,R19 - 順揚砂石場 - 2024-12-01 20:14:23 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20241201_201423_gxmyJBVg.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20241201_201423_gxmyJBVg.wav
R19,順揚砂石場,2024-12-18 22:26:33 UTC,R19 - 順揚砂石場 - 2024-12-18 22:26:33 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20241218_222633_ie2Tj5Wn.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20241218_222633_ie2Tj5Wn.wav
R19,順揚砂石場,2024-12-19 19:56:41 UTC,R19 - 順揚砂石場 - 2024-12-19 19:56:41 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20241219_195641_5QbnhkHZ.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20241219_195641_5QbnhkHZ.wav
R19,順揚砂石場,2024-12-29 04:56:27 UTC,R19 - 順揚砂石場 - 2024-12-29 04:56:27 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20241229_045627_g8wgK3er.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20241229_045627_g8wgK3er.wav
R19,順揚砂石場,2025-01-01 05:16:15 UTC,R19 - 順揚砂石場 - 2025-01-01 05:16:15 UTC,15333,44100,1,16, PCM,E:/2026_eastern_grassowl_Taiwan/TAIGA_video/順揚有利R19/順揚砂石場/41_20250101_051615_T6zd9YTL.MP4,E:/2026_eastern_grassowl_Taiwan/TAIGA_audio/順揚有利R19/順揚砂石場/41_20250101_051615_T6zd9YTL.wav
